,Churn,Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Computer,PreferredLoginDevice_Mobile Phone,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,Gender_Female,Gender_Male,PreferedOrderCat_Fashion,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile Phone,MaritalStatus_Married,MaritalStatus_Single,CouponPerOrder
2314,0,16,1,12,3,4,3,2,1,14,1,8,141,0,1,1,0,0,1,0,0,1,0,0,1,0.0
2315,0,0,3,16,3,4,1,2,1,11,4,4,158,0,1,0,0,1,1,0,0,1,0,1,0,0.25
2316,1,0,1,15,2,3,3,2,1,13,7,7,124,0,1,0,1,0,1,0,0,0,1,0,1,0.5714285714285714
2317,0,0,1,8,2,4,1,1,0,12,1,1,139,0,1,1,0,0,0,1,0,0,1,0,1,1.0
2318,0,15,2,16,2,3,5,1,0,14,1,9,268,0,1,0,0,0,1,0,0,0,0,1,0,1.0
2319,0,25,1,14,2,3,5,10,0,13,1,4,130,0,1,0,0,0,1,0,0,0,1,1,0,1.0
2320,0,10,1,17,3,3,3,5,0,18,1,2,136,0,1,1,0,0,1,0,0,0,1,0,1,1.0
2321,0,8,1,24,2,3,1,3,0,11,2,2,194,1,0,0,1,0,0,1,1,0,0,0,1,1.0
2322,0,0,1,7,2,3,1,5,0,11,1,2,132,0,1,0,0,0,0,1,0,0,1,1,0,0.0
2323,0,0,1,13,3,1,5,1,0,12,1,7,136,0,1,0,0,0,0,1,0,0,1,0,1,0.0
2325,1,12,1,34,3,4,5,4,0,20,1,3,143,1,0,0,1,0,0,1,0,1,0,0,1,0.0
2326,1,0,1,20,2,3,1,1,1,12,7,7,176,1,0,0,0,0,1,0,1,0,0,0,1,0.5714285714285714
2327,0,27,1,7,2,3,1,7,0,19,12,7,273,0,1,1,0,0,1,0,0,0,0,0,1,0.08333333333333333
2328,0,30,1,7,3,3,5,4,1,15,1,5,297,0,1,1,0,0,1,0,0,0,0,1,0,1.0
2329,0,28,1,7,2,1,1,3,0,13,3,0,247,0,1,1,0,0,0,1,0,0,0,1,0,0.0
2330,0,9,3,9,3,3,4,4,1,16,1,1,193,0,1,0,0,1,1,0,0,1,0,0,1,0.0
2331,1,10,3,7,2,5,3,2,0,12,1,0,114,1,0,0,1,0,1,0,0,0,1,0,1,0.0
2334,0,7,1,7,2,3,5,6,0,14,1,3,130,1,0,0,0,0,0,1,0,0,1,1,0,1.0
2336,0,10,1,17,3,3,5,1,0,14,1,4,121,0,1,0,1,0,0,1,0,0,1,1,0,1.0
2337,0,9,1,10,2,4,1,2,0,16,1,8,158,0,1,0,1,0,0,1,0,1,0,0,1,0.0
2338,0,9,3,22,3,4,5,5,0,13,1,2,156,0,1,0,0,1,1,0,0,1,0,1,0,1.0
2339,0,20,1,7,3,3,1,8,0,12,1,2,134,0,1,0,0,0,0,1,0,0,1,1,0,1.0
2340,1,0,3,15,3,4,5,4,0,12,2,2,144,0,1,0,1,0,0,1,0,0,1,1,0,1.0
2341,0,10,1,11,2,1,3,1,0,14,1,3,135,1,0,0,0,0,0,1,0,0,1,0,1,0.0
2342,0,10,1,7,2,3,5,3,0,22,1,0,121,0,1,0,1,0,1,0,0,0,1,1,0,0.0
2343,0,20,1,8,2,3,3,4,0,19,5,6,272,0,1,1,0,0,1,0,0,0,0,1,0,0.2
2344,0,0,3,10,2,3,3,2,1,12,1,3,142,0,1,1,0,0,1,0,0,1,0,1,0,1.0
2345,0,5,3,13,3,3,1,5,0,12,1,3,192,0,1,0,0,1,0,1,0,1,0,1,0,0.0
2346,0,7,1,7,2,4,4,6,0,17,1,2,133,0,1,0,1,0,1,0,0,0,1,1,0,1.0
2347,0,10,1,11,2,1,3,3,1,12,1,3,121,0,1,1,0,0,0,1,0,0,1,1,0,0.0
2348,0,13,1,15,2,3,3,4,0,11,1,7,140,1,0,0,0,0,0,1,0,1,0,1,0,0.0
2349,0,4,3,14,2,3,1,2,0,18,9,9,208,0,1,0,1,0,0,1,1,0,0,1,0,0.2222222222222222
2350,1,9,3,15,2,3,1,5,0,11,4,3,201,0,1,0,0,1,0,1,1,0,0,1,0,1.0
2352,1,0,1,7,3,1,4,2,0,11,4,7,174,1,0,0,1,0,1,0,1,0,0,0,1,0.25
2353,0,18,1,26,3,5,5,3,1,18,1,7,209,0,1,1,0,0,0,1,1,0,0,1,0,1.0
2354,0,10,2,14,3,1,4,10,0,18,1,2,121,0,1,1,0,0,1,0,0,0,1,0,1,1.0
2355,1,0,1,8,3,3,1,7,1,13,2,2,137,1,0,0,1,0,0,1,0,0,1,1,0,0.0
2356,0,18,1,35,2,3,1,5,1,18,1,2,194,0,1,0,0,0,0,1,1,0,0,1,0,1.0
2357,0,21,3,13,3,3,5,5,0,11,2,2,155,0,1,0,0,1,0,1,0,1,0,1,0,0.0
2358,1,0,2,15,2,3,3,2,0,15,2,2,127,0,1,0,0,0,1,0,0,0,1,1,0,1.0
2359,0,13,1,14,2,4,4,3,0,11,3,8,238,1,0,1,0,0,0,1,1,0,0,1,0,1.3333333333333333
2360,0,1,3,11,2,3,5,1,0,18,1,3,185,0,1,1,0,0,0,1,0,1,0,0,1,0.0
2363,0,22,1,11,3,3,3,3,0,14,1,2,167,0,1,0,0,0,0,1,0,1,0,1,0,0.0
2364,0,13,1,15,3,3,3,3,0,14,1,2,123,0,1,1,0,0,0,1,0,0,1,1,0,1.0
2366,0,6,3,13,2,3,5,1,0,14,1,3,144,1,0,1,0,0,0,1,0,1,0,1,0,1.0
2368,0,3,3,22,3,3,3,9,0,15,2,2,153,0,1,0,1,0,0,1,0,1,0,1,0,0.5
2369,0,15,1,15,3,3,1,2,0,13,5,8,137,1,0,1,0,0,1,0,0,0,1,0,1,0.0
2370,0,17,3,7,3,3,3,8,0,12,1,0,148,1,0,0,0,1,1,0,0,1,0,1,0,0.0
2372,0,30,1,7,3,1,3,1,0,24,2,8,149,0,1,0,1,0,0,1,0,1,0,1,0,0.5
2375,1,0,3,7,2,3,3,4,0,15,1,2,129,1,0,0,0,0,0,1,0,0,1,1,0,1.0
2376,1,0,3,19,2,3,4,6,0,11,1,0,158,1,0,0,0,0,1,0,0,1,0,0,1,1.0
2377,1,0,3,30,2,4,4,1,1,23,10,10,146,0,1,1,0,0,1,0,0,1,0,0,1,0.4
2378,0,8,3,15,3,3,3,2,0,13,1,0,124,0,1,0,1,0,0,1,0,0,1,1,0,0.0
2380,0,10,3,19,3,3,4,2,0,13,1,0,120,1,0,0,1,0,1,0,0,0,1,1,0,0.0
2381,0,17,1,8,2,3,3,6,1,18,2,2,202,1,0,1,0,0,0,1,1,0,0,0,1,1.0
2383,0,10,2,7,2,3,3,1,0,21,1,3,121,0,1,0,1,0,0,1,0,0,1,1,0,0.0
2384,0,28,1,10,1,3,3,1,1,16,1,2,140,0,1,0,1,0,0,1,0,1,0,1,0,1.0
2385,0,6,1,10,2,4,4,9,0,11,1,2,138,0,1,1,0,0,1,0,0,0,1,1,0,1.0
2386,0,20,3,20,3,3,3,4,1,17,1,2,146,0,1,1,0,0,1,0,0,1,0,1,0,1.0
2387,1,0,1,15,2,4,5,8,0,11,1,0,126,1,0,1,0,0,0,1,0,0,1,0,1,1.0
2388,0,10,1,7,3,4,3,2,0,14,1,0,116,0,1,0,1,0,0,1,0,0,1,1,0,0.0
2390,0,22,1,9,2,4,5,5,0,25,1,2,148,0,1,1,0,0,1,0,0,1,0,1,0,0.0
2391,0,2,1,8,3,3,4,1,0,13,1,2,132,1,0,0,1,0,1,0,0,0,1,1,0,1.0
2392,0,1,1,35,3,5,4,2,0,14,1,7,165,0,1,0,1,0,0,1,0,1,0,1,0,0.0
2393,0,6,1,14,3,3,3,3,1,17,1,0,164,0,1,0,1,0,0,1,0,1,0,0,1,1.0
2394,0,5,1,16,3,3,1,3,0,25,1,4,212,0,1,1,0,0,0,1,1,0,0,0,1,0.0
2395,0,27,1,17,2,3,1,4,0,20,3,12,260,1,0,1,0,0,1,0,0,0,0,1,0,0.0
2396,1,0,1,15,3,4,5,7,0,13,1,7,124,0,1,0,0,0,0,1,0,0,1,0,1,1.0
2397,0,12,1,12,2,3,4,5,0,18,2,2,184,0,1,0,1,0,1,0,1,0,0,0,1,1.0
2398,0,19,3,9,2,3,4,9,0,12,5,1,266,0,1,0,1,0,1,0,0,0,0,1,0,0.2
2399,0,8,1,22,3,4,4,2,0,19,3,3,186,0,1,0,1,0,1,0,1,0,0,0,1,1.0
2402,0,7,3,7,3,4,3,2,1,14,8,6,171,0,1,0,0,0,0,1,1,0,0,1,0,0.875
2403,1,0,1,9,2,3,3,2,0,12,7,7,141,1,0,0,1,0,1,0,0,0,1,0,1,0.2857142857142857
2404,0,23,1,28,2,5,1,2,1,13,3,9,244,1,0,1,0,0,0,1,0,0,0,0,1,0.3333333333333333
2405,0,10,3,13,2,3,3,1,1,25,5,7,123,0,1,0,0,0,0,1,0,0,1,1,0,0.6
2406,0,15,1,8,3,4,4,5,0,14,1,0,148,0,1,1,0,0,0,1,0,0,1,1,0,0.0
2407,0,10,1,19,2,3,1,2,0,17,3,7,143,0,1,1,0,0,0,1,0,1,0,1,0,0.6666666666666666
2408,0,2,1,14,2,5,5,4,0,13,1,7,197,0,1,0,0,0,1,0,0,1,0,1,0,1.0
2409,0,6,1,31,2,4,4,2,0,13,1,2,143,0,1,0,1,0,0,1,0,1,0,0,1,1.0
2411,0,15,1,8,2,3,1,3,1,14,13,9,201,1,0,0,1,0,0,1,1,0,0,1,0,0.3076923076923077
2412,0,13,3,15,2,3,5,1,0,12,7,1,155,0,1,1,0,0,0,1,0,1,0,1,0,1.0
2413,0,6,1,34,3,3,3,2,1,12,5,7,152,0,1,0,1,0,0,1,0,1,0,1,0,0.8
2416,0,13,1,14,3,3,1,4,1,18,2,2,141,1,0,0,1,0,0,1,0,1,0,1,0,0.5
2417,0,18,1,7,3,3,4,2,0,12,7,7,174,0,1,0,0,0,0,1,1,0,0,1,0,0.42857142857142855
2420,0,9,3,15,3,3,1,4,1,21,1,2,126,0,1,0,1,0,0,1,0,0,1,0,1,1.0
2421,0,21,3,22,3,3,3,9,0,14,7,7,164,0,1,0,1,0,1,0,0,1,0,1,0,1.0
2422,0,2,1,15,3,1,3,7,0,18,1,0,125,0,1,0,1,0,0,1,0,0,1,1,0,0.0
2424,1,0,3,7,3,4,5,2,0,11,6,7,197,0,1,0,1,0,0,1,0,1,0,1,0,0.16666666666666666
2426,0,8,1,15,3,4,5,2,0,19,1,2,125,0,1,1,0,0,0,1,0,0,1,0,1,1.0
2427,0,7,3,35,2,3,4,4,0,12,1,3,193,0,1,0,0,0,0,1,1,0,0,1,0,1.0
2429,1,16,1,8,3,4,1,1,0,16,1,9,202,0,1,0,0,0,1,0,1,0,0,1,0,0.0
2430,1,1,1,8,2,3,4,5,0,11,1,4,149,0,1,1,0,0,0,1,0,1,0,1,0,1.0
2431,0,5,1,7,3,3,5,5,0,14,1,2,141,1,0,0,0,0,0,1,0,1,0,1,0,0.0
2432,0,21,1,15,3,3,5,9,0,12,7,6,124,0,1,0,0,0,1,0,0,0,1,1,0,0.8571428571428571
2434,0,28,3,32,2,4,1,2,0,15,2,13,296,0,1,0,0,1,0,1,0,0,0,1,0,0.0
2435,0,7,1,7,2,3,1,10,0,17,2,1,155,0,1,0,1,0,0,1,0,1,0,1,0,0.0
2437,0,11,3,20,3,3,4,1,0,11,7,7,199,0,1,0,1,0,0,1,0,1,0,1,0,0.42857142857142855
2438,0,11,3,22,2,3,4,3,0,12,1,2,142,0,1,0,1,0,1,0,0,1,0,0,1,1.0
2439,0,9,3,7,3,3,3,7,0,13,1,0,168,0,1,0,1,0,1,0,0,1,0,0,1,1.0
2441,0,8,1,16,2,3,3,4,1,16,1,4,161,0,1,1,0,0,1,0,0,1,0,0,1,0.0
2442,0,12,3,12,2,1,3,3,0,11,7,6,182,0,1,1,0,0,0,1,1,0,0,1,0,0.42857142857142855
2443,0,2,1,8,2,3,1,2,0,19,1,3,189,1,0,0,1,0,0,1,0,1,0,1,0,1.0
2444,0,23,3,15,2,3,3,5,1,15,1,0,293,0,1,0,0,1,0,1,0,0,0,1,0,0.0
2445,0,10,1,16,2,1,3,3,0,16,2,2,121,0,1,0,0,0,0,1,0,0,1,1,0,0.0
2446,0,9,1,12,3,1,5,4,1,13,1,2,156,1,0,0,1,0,0,1,0,1,0,1,0,0.0
2448,0,8,1,34,2,1,3,2,0,17,6,8,134,0,1,0,1,0,0,1,0,1,0,1,0,1.0
2449,0,7,1,16,3,4,3,2,0,14,7,7,151,1,0,0,0,0,0,1,0,1,0,1,0,0.14285714285714285
2453,0,19,3,7,2,1,5,2,0,15,1,12,276,0,1,0,1,0,0,1,0,0,0,0,1,1.0
2455,0,0,1,32,2,4,3,2,1,14,1,3,128,1,0,0,0,0,1,0,0,0,1,1,0,1.0
2456,0,23,1,26,2,3,3,3,1,15,12,4,212,1,0,1,0,0,0,1,0,0,0,1,0,0.0
2459,0,10,1,13,2,4,4,2,0,12,1,1,121,0,1,1,0,0,0,1,0,0,1,1,0,1.0
2460,0,18,1,11,2,5,5,2,1,14,1,4,158,0,1,1,0,0,1,0,0,1,0,0,1,0.0
2461,0,18,3,32,2,4,5,2,0,15,4,5,144,1,0,0,0,1,0,1,0,1,0,1,0,0.75
2462,0,4,3,8,2,3,5,8,0,13,1,3,153,1,0,0,0,0,0,1,0,1,0,0,1,1.0
2464,0,7,1,16,2,1,1,2,0,13,7,2,147,1,0,0,1,0,0,1,0,1,0,1,0,0.42857142857142855
2465,0,22,1,31,2,3,5,2,0,14,1,4,132,0,1,0,1,0,1,0,0,0,1,1,0,1.0
2466,0,12,1,16,3,3,5,3,0,13,7,7,154,0,1,1,0,0,0,1,0,1,0,1,0,0.42857142857142855
2468,0,8,1,24,2,1,5,2,0,11,1,10,152,0,1,0,1,0,0,1,0,1,0,1,0,1.0
2469,0,1,1,33,2,5,5,1,0,21,1,0,149,0,1,1,0,0,1,0,0,1,0,1,0,1.0
2470,0,0,1,11,2,3,1,2,0,18,2,2,131,0,1,1,0,0,0,1,0,0,1,0,1,0.0
2471,1,10,3,9,3,3,1,2,1,12,1,0,116,1,0,1,0,0,1,0,0,0,1,0,1,1.0
2474,0,13,1,21,3,4,3,2,0,13,14,12,204,0,1,0,1,0,1,0,1,0,0,1,0,0.42857142857142855
2475,0,8,1,14,2,3,3,2,0,12,2,9,141,1,0,0,1,0,1,0,0,1,0,1,0,0.0
2478,0,18,1,8,2,4,1,2,0,19,3,9,158,0,1,0,0,0,1,0,0,1,0,1,0,1.0
2479,0,11,1,8,2,4,3,4,1,19,1,2,178,0,1,1,0,0,1,0,1,0,0,1,0,0.0
2480,1,0,3,16,2,4,5,10,0,17,6,0,203,0,1,1,0,0,0,1,1,0,0,1,0,0.0
2481,0,10,1,16,3,3,4,2,0,11,7,7,139,0,1,1,0,0,1,0,0,0,1,1,0,0.5714285714285714
2482,0,13,1,22,2,3,1,7,1,15,3,3,179,0,1,0,1,0,1,0,1,0,0,0,1,1.0
2483,0,17,2,7,2,3,1,5,1,11,1,2,157,1,0,0,0,0,0,1,0,1,0,1,0,1.0
2484,0,21,1,10,2,4,1,3,0,25,3,2,252,1,0,1,0,0,0,1,0,0,0,1,0,0.0
2485,1,0,3,21,2,5,1,7,1,14,2,2,154,0,1,1,0,0,0,1,0,1,0,1,0,0.0
2486,0,0,1,8,2,3,1,2,1,13,1,3,138,1,0,0,0,0,1,0,0,0,1,0,1,0.0
2492,0,0,1,8,3,1,3,2,0,17,1,7,152,1,0,0,1,0,0,1,0,1,0,1,0,1.0
2495,0,23,1,23,2,4,5,6,0,15,3,11,233,0,1,0,1,0,1,0,1,0,0,1,0,0.0
2497,0,7,1,9,3,3,4,2,0,12,7,9,154,0,1,0,1,0,1,0,0,1,0,1,0,0.14285714285714285
2499,0,22,1,12,2,4,3,3,1,19,3,12,240,0,1,0,1,0,1,0,0,0,0,1,0,0.6666666666666666
2500,0,9,1,7,2,4,3,1,0,15,1,2,144,1,0,1,0,0,1,0,0,1,0,1,0,0.0
2501,0,9,1,9,3,1,5,7,0,20,1,4,168,0,1,0,1,0,0,1,0,1,0,1,0,0.0
2504,1,0,3,18,2,3,1,4,1,24,6,7,146,1,0,0,0,0,0,1,0,1,0,0,1,0.8333333333333334
2505,0,11,1,7,2,3,1,8,0,15,2,9,147,1,0,0,1,0,0,1,0,1,0,1,0,0.5
2508,0,5,1,8,2,3,4,1,0,13,1,6,155,0,1,1,0,0,0,1,0,1,0,1,0,1.0
2510,0,22,1,15,3,3,5,5,1,16,2,2,126,0,1,1,0,0,1,0,0,0,1,1,0,0.0
2511,0,11,1,15,2,4,4,2,0,22,3,3,124,1,0,1,0,0,1,0,0,0,1,0,1,0.0
2512,0,20,3,8,2,1,4,7,0,14,3,2,260,0,1,0,1,0,1,0,0,0,0,1,0,0.3333333333333333
2513,0,22,1,7,2,3,3,5,0,14,3,0,254,0,1,0,1,0,0,1,0,0,0,0,1,0.3333333333333333
2518,0,17,2,7,2,3,1,5,1,18,2,2,132,0,1,0,1,0,1,0,0,0,1,1,0,1.0
2522,1,11,3,15,3,3,3,3,1,11,7,7,127,1,0,1,0,0,1,0,0,0,1,1,0,0.14285714285714285
2523,1,10,1,8,3,3,4,2,0,12,1,0,114,0,1,0,1,0,0,1,0,0,1,0,1,0.0
2524,0,0,1,15,3,3,1,2,0,20,5,7,126,1,0,1,0,0,0,1,0,0,1,0,1,0.0
2526,0,7,1,11,2,4,1,2,0,14,4,13,140,0,1,1,0,0,0,1,0,1,0,1,0,0.0
2527,0,30,1,7,3,5,1,4,0,20,1,0,209,0,1,1,0,0,0,1,1,0,0,1,0,1.0
2528,0,10,1,27,3,1,4,2,0,18,2,13,120,0,1,1,0,0,0,1,0,0,1,1,0,0.0
2529,0,10,3,7,2,5,1,2,0,14,1,3,195,1,0,1,0,0,0,1,0,1,0,1,0,1.0
2530,0,7,1,25,2,4,1,2,0,12,8,7,129,0,1,0,1,0,1,0,0,0,1,1,0,0.125
2531,1,10,3,13,3,3,1,2,1,21,1,2,123,0,1,0,1,0,0,1,0,0,1,1,0,1.0
2532,0,17,1,8,3,1,1,2,1,19,6,7,179,0,1,0,1,0,1,0,1,0,0,1,0,0.16666666666666666
2534,0,16,3,8,3,3,1,2,1,17,8,8,178,0,1,1,0,0,0,1,0,1,0,1,0,0.375
2536,0,14,3,12,2,3,3,2,0,12,8,7,192,0,1,0,0,1,0,1,1,0,0,0,1,0.375
2537,0,2,1,15,2,3,3,10,0,17,1,2,130,0,1,1,0,0,1,0,0,0,1,1,0,0.0
2538,0,9,3,8,2,3,1,4,0,15,6,7,145,0,1,0,1,0,1,0,0,1,0,0,1,1.0
2539,0,18,1,7,3,4,3,4,0,23,14,4,207,1,0,0,1,0,0,1,1,0,0,1,0,0.2857142857142857
2541,1,10,3,15,2,5,3,8,0,11,14,4,229,1,0,0,1,0,0,1,0,0,0,1,0,0.42857142857142855
2542,0,10,1,23,3,5,3,2,0,15,1,2,123,0,1,1,0,0,0,1,0,0,1,1,0,1.0
2545,0,4,1,8,3,3,3,2,0,14,1,3,135,0,1,0,1,0,0,1,0,0,1,1,0,1.0
2547,0,13,1,14,3,3,5,3,1,16,1,0,165,0,1,0,1,0,1,0,0,1,0,1,0,1.0
2550,0,8,1,33,2,3,3,3,0,16,1,7,169,0,1,0,1,0,0,1,0,1,0,1,0,1.0
2554,1,0,3,19,3,4,5,6,1,13,2,2,161,0,1,0,0,1,0,1,0,1,0,1,0,0.5
2555,1,0,3,7,2,5,4,7,0,15,1,0,167,0,1,0,1,0,0,1,0,1,0,0,1,0.0
2556,0,0,1,10,2,3,4,2,0,13,1,2,133,0,1,1,0,0,1,0,0,0,1,0,1,0.0
2557,0,4,1,30,1,3,1,3,0,20,1,4,152,1,0,0,0,0,1,0,0,1,0,0,1,0.0
2558,0,12,1,7,3,3,1,2,1,15,5,8,165,1,0,0,1,0,0,1,0,1,0,1,0,0.0
2559,0,5,3,25,3,5,3,4,0,13,1,2,196,0,1,0,1,0,0,1,1,0,0,1,0,0.0
2560,0,13,3,13,2,3,4,2,0,15,12,8,298,0,1,1,0,0,0,1,0,0,0,0,1,1.0
2563,0,10,2,16,2,3,1,1,0,14,2,1,121,1,0,1,0,0,0,1,0,0,1,1,0,0.0
2565,0,4,3,11,2,3,3,2,0,19,1,2,183,0,1,0,0,0,0,1,0,1,0,1,0,1.0
2566,0,0,1,14,3,3,1,2,0,11,1,4,134,0,1,1,0,0,1,0,0,0,1,0,1,0.0
2567,1,0,3,15,2,5,4,2,0,13,2,2,128,0,1,0,0,1,1,0,0,0,1,0,1,1.0
2568,0,2,1,7,3,1,3,9,1,12,1,2,163,1,0,0,1,0,0,1,0,1,0,0,1,1.0
2569,0,3,3,21,3,4,5,3,0,11,1,7,171,0,1,0,0,1,0,1,1,0,0,1,0,1.0
2570,0,7,1,8,2,1,1,1,1,14,1,2,129,0,1,1,0,0,0,1,0,0,1,1,0,1.0
2571,0,6,3,8,3,3,4,9,0,15,1,7,151,1,0,0,0,1,1,0,0,1,0,0,1,1.0
2573,1,0,3,22,3,3,5,3,1,20,1,0,186,0,1,0,1,0,1,0,1,0,0,0,1,1.0
2575,1,0,3,22,3,3,3,3,0,13,1,0,182,0,1,0,0,1,0,1,1,0,0,1,0,0.0
2577,0,3,1,22,2,1,3,4,0,16,1,7,153,0,1,0,1,0,0,1,0,1,0,1,0,1.0
2584,0,10,1,15,3,3,5,2,0,20,1,4,123,0,1,0,1,0,0,1,0,0,1,1,0,0.0
2586,0,26,1,7,2,4,3,5,1,20,1,4,230,1,0,1,0,0,1,0,0,0,0,1,0,1.0
2587,0,16,2,8,3,3,1,1,0,13,1,8,135,0,1,0,1,0,0,1,0,0,1,0,1,1.0
2588,0,7,3,9,2,5,1,6,0,12,2,2,160,0,1,0,1,0,1,0,0,1,0,0,1,1.0
2589,1,0,3,13,2,3,4,2,0,13,1,0,127,0,1,0,0,1,0,1,0,0,1,0,1,0.0
2590,0,11,1,12,2,4,3,2,0,11,1,4,137,0,1,0,0,0,1,0,0,0,1,1,0,1.0
2592,0,4,3,35,3,4,1,2,0,14,5,7,155,0,1,0,0,1,1,0,0,1,0,1,0,0.0
2594,0,10,3,15,2,4,4,2,0,14,1,3,142,0,1,0,0,1,0,1,0,1,0,1,0,1.0
2595,0,19,1,8,2,3,1,8,1,15,2,2,293,0,1,1,0,0,0,1,0,0,0,1,0,1.0
2596,0,9,1,16,2,3,5,8,1,13,5,7,183,0,1,0,1,0,0,1,1,0,0,1,0,0.4
2597,1,7,1,15,3,3,4,2,1,12,2,3,123,1,0,1,0,0,0,1,0,0,1,1,0,1.0
2598,0,10,2,14,2,3,4,3,0,13,4,7,141,0,1,0,0,0,0,1,0,1,0,1,0,0.75
2599,1,0,3,33,2,3,1,2,1,18,7,7,158,0,1,0,1,0,0,1,0,1,0,0,1,0.42857142857142855
2600,0,6,1,14,2,1,5,7,0,19,7,6,131,0,1,0,1,0,0,1,0,0,1,1,0,0.42857142857142855
2601,0,10,1,7,2,3,1,2,0,11,1,3,120,0,1,0,1,0,0,1,0,0,1,1,0,0.0
2603,0,19,3,32,3,4,4,9,0,15,2,2,180,1,0,0,1,0,0,1,0,1,0,0,1,0.5
2604,0,13,1,8,3,3,5,5,0,17,1,2,134,0,1,0,1,0,1,0,0,0,1,1,0,1.0
2606,0,8,1,8,2,3,1,3,0,14,1,7,158,1,0,1,0,0,0,1,0,1,0,1,0,1.0
2607,0,11,2,15,3,3,4,6,0,13,3,8,126,1,0,0,0,0,0,1,0,0,1,1,0,0.6666666666666666
2611,0,16,1,15,2,3,3,5,0,13,1,2,124,1,0,0,1,0,0,1,0,0,1,0,1,1.0
2612,0,14,1,11,2,1,4,4,0,12,1,2,169,0,1,0,1,0,0,1,0,1,0,0,1,0.0
2613,0,14,3,10,2,3,3,1,1,13,13,5,204,0,1,0,0,1,1,0,1,0,0,1,0,0.38461538461538464
2616,1,9,1,27,3,3,4,5,0,22,3,7,189,0,1,1,0,0,1,0,0,1,0,1,0,1.0
2617,0,13,1,7,2,3,1,5,0,17,1,3,165,0,1,0,1,0,1,0,0,1,0,1,0,0.0
2618,0,7,3,14,3,1,3,2,0,21,4,8,168,0,1,0,0,0,0,1,0,1,0,1,0,0.5
2619,0,30,3,8,2,3,4,5,0,22,14,14,263,1,0,1,0,0,0,1,0,0,0,1,0,0.07142857142857142
2620,0,8,1,29,2,5,3,1,0,16,1,3,127,0,1,1,0,0,0,1,0,0,1,1,0,0.0
2621,0,20,1,10,3,4,4,9,1,12,14,10,203,0,1,0,1,0,1,0,1,0,0,1,0,0.35714285714285715
2622,0,13,1,18,2,3,5,3,0,12,7,7,144,0,1,0,1,0,1,0,0,1,0,1,0,0.14285714285714285
2625,0,1,1,7,3,3,5,2,0,25,1,2,136,0,1,1,0,0,1,0,0,0,1,1,0,1.0
2627,0,0,3,16,2,3,1,2,0,13,1,2,147,0,1,1,0,0,0,1,0,1,0,0,1,1.0
2628,0,30,1,21,2,3,3,3,1,14,3,2,258,1,0,0,1,0,0,1,0,0,0,1,0,0.6666666666666666
2631,1,0,2,15,2,4,5,5,1,15,2,0,123,0,1,0,0,0,0,1,0,0,1,1,0,1.0
2633,0,9,1,8,3,3,4,5,1,22,1,0,170,0,1,0,0,0,1,0,0,1,0,1,0,1.0
2634,0,16,3,8,3,3,1,2,0,20,7,7,157,1,0,0,1,0,0,1,0,1,0,1,0,1.0
2637,0,5,3,16,3,3,1,9,0,13,1,0,146,1,0,0,0,1,0,1,0,1,0,0,1,0.0
2638,0,15,1,16,2,3,3,4,0,22,3,3,129,1,0,0,0,0,0,1,0,0,1,1,0,1.0
2639,0,10,1,15,3,3,3,5,0,12,2,0,121,0,1,0,1,0,1,0,0,0,1,0,1,0.0
2640,0,19,1,8,2,3,1,4,0,14,4,7,186,0,1,0,1,0,0,1,1,0,0,1,0,0.0
2641,0,1,2,7,2,3,1,2,0,15,2,2,127,1,0,0,1,0,0,1,0,0,1,1,0,0.5
2642,0,2,1,35,3,5,3,9,0,17,1,6,164,0,1,0,1,0,0,1,0,1,0,1,0,0.0
2644,1,0,3,8,2,4,4,8,1,12,2,2,199,0,1,0,0,1,0,1,0,1,0,0,1,0.5
2645,0,19,3,9,2,1,5,3,0,12,3,8,232,0,1,0,0,0,1,0,0,0,0,1,0,0.6666666666666666
2646,0,0,3,29,2,4,3,2,0,21,5,8,135,0,1,1,0,0,1,0,0,1,0,1,0,0.6
2648,0,16,1,12,2,4,3,8,0,15,6,14,294,0,1,1,0,0,1,0,0,0,0,1,0,1.0
2651,1,9,3,16,3,3,4,6,0,21,1,7,173,0,1,0,1,0,1,0,1,0,0,1,0,1.0
2652,0,0,1,21,3,4,5,1,0,19,7,3,148,1,0,0,1,0,1,0,0,0,1,1,0,0.0
2653,0,12,1,25,2,3,1,9,0,14,2,2,139,0,1,0,0,0,0,1,0,1,0,1,0,0.0
2654,0,28,1,8,2,4,1,9,0,20,1,4,127,0,1,0,0,0,0,1,0,0,1,1,0,1.0
2658,0,9,3,16,3,4,3,2,1,13,1,7,157,0,1,0,0,0,1,0,0,1,0,1,0,0.0
2663,0,8,1,22,2,4,4,1,1,11,1,2,148,0,1,0,0,0,1,0,0,1,0,1,0,0.0
2666,0,0,1,7,2,4,3,2,1,13,1,0,129,0,1,0,1,0,1,0,0,0,1,1,0,0.0
2669,0,17,1,7,3,1,5,3,0,15,2,2,150,0,1,0,1,0,0,1,0,1,0,1,0,0.5
